seller_hash,shipmentid,voided,shipdate
-971513923887404724,207157302,False,2017-05-17
-971513923887404724,250257100,False,2017-11-28
8699639424897153447,307663965,False,2018-07-25
-971513923887404724,215054451,False,2017-06-22
8699639424897153447,267933580,False,2018-02-01
8699639424897153447,267545150,False,2018-01-30
8699639424897153447,312472843,False,2018-08-17
-971513923887404724,181220857,False,2017-01-23
1031684150227433387,166265102,False,2017-01-23
8699639424897153447,217667582,False,2017-07-05
-971513923887404724,246420804,False,2017-11-14
-971513923887404724,194446753,False,2017-03-22
8699639424897153447,310998110,False,2018-08-10
8699639424897153447,296854370,False,2018-06-06
7893079326869887818,135673601,False,2018-08-06
8699639424897153447,235050805,False,2017-09-25
-971513923887404724,252144481,False,2017-12-04
8699639424897153447,259208688,False,2017-12-22
-971513923887404724,273944014,False,2018-02-27
8699639424897153447,233729364,False,2017-09-18
8699639424897153447,280038486,False,2018-03-23
8699639424897153447,266184552,False,2018-01-24
-971513923887404724,179401123,False,2017-01-13
1031684150227433387,182181297,False,2017-04-21
8699639424897153447,295488255,False,2018-05-31
8699639424897153447,221910805,False,2017-07-24
8699639424897153447,220175027,False,2017-07-17
8699639424897153447,198622242,False,2017-04-10
8699639424897153447,285732630,False,2018-04-18
1031684150227433387,223076924,False,2017-12-12
1031684150227433387,258362798,False,2018-07-12
7893079326869887818,136803251,False,2018-08-10
-971513923887404724,253675725,False,2017-12-07
1031684150227433387,201278739,False,2017-08-14
8699639424897153447,283198037,False,2018-04-06
-971513923887404724,253296957,False,2017-12-06
8699639424897153447,261062638,False,2018-01-02
-971513923887404724,244697525,False,2017-11-07
-971513923887404724,186210870,False,2017-02-14
-971513923887404724,200750433,False,2017-04-19
1031684150227433387,177411761,False,2017-03-27
8699639424897153447,266029973,False,2018-01-23
-971513923887404724,191281089,False,2017-03-08
7893079326869887818,137101491,False,2018-08-13
-971513923887404724,260336309,False,2017-12-29
-971513923887404724,214982242,False,2017-06-21
8699639424897153447,242502112,False,2017-10-28
8699639424897153447,263050794,False,2018-01-10
-971513923887404724,201509482,False,2017-04-24
8699639424897153447,207442944,False,2017-05-18
1031684150227433387,254417026,False,2018-06-18
-971513923887404724,255374444,False,2017-12-12
1031684150227433387,231666139,False,2018-01-30
7893079326869887818,134117890,False,2018-07-30
8699639424897153447,272902065,False,2018-02-22
-971513923887404724,188860129,False,2017-02-27
-971513923887404724,227034350,False,2017-08-16
1031684150227433387,168024481,False,2017-02-02
8699639424897153447,251506311,False,2017-11-30
8699639424897153447,208955115,False,2017-05-25
-971513923887404724,244475154,False,2017-11-06
8699639424897153447,227229737,False,2017-08-17
-971513923887404724,258499092,False,2017-12-20
-971513923887404724,279571968,False,2018-03-22
8699639424897153447,263112914,False,2018-01-10
-971513923887404724,264073191,False,2018-01-16
-971513923887404724,247647481,False,2017-11-20
8699639424897153447,183215032,False,2017-01-31
-971513923887404724,281187755,False,2018-03-29
8699639424897153447,249248407,False,2017-11-27
8699639424897153447,286723040,False,2018-04-23
7893079326869887818,135650164,False,2018-08-06
-971513923887404724,193441982,False,2017-03-17
-971513923887404724,310711822,False,2018-08-09
-971513923887404724,221321376,False,2017-07-21
8699639424897153447,266496236,False,2018-01-25
-971513923887404724,235016575,False,2017-09-25
-971513923887404724,179894424,False,2017-01-17
8699639424897153447,272644325,False,2018-02-21
8699639424897153447,307774711,False,2018-07-26
-971513923887404724,214149922,False,2017-06-19
-971513923887404724,269329457,False,2018-02-07
-971513923887404724,290414912,False,2018-05-08
-971513923887404724,191775578,False,2017-03-10
8699639424897153447,259159788,False,2017-12-22
8699639424897153447,178292818,False,2017-01-09
-971513923887404724,292563495,False,2018-05-17
8699639424897153447,267038225,False,2018-01-29
8699639424897153447,272630520,False,2018-02-21
-971513923887404724,234912699,False,2017-09-25
8699639424897153447,299673980,False,2018-06-18
-971513923887404724,185821100,False,2017-02-13
1031684150227433387,233850097,False,2018-02-12
1031684150227433387,242995117,False,2018-04-07
8699639424897153447,285078651,False,2018-04-16
8699639424897153447,231032820,False,2017-09-05
-971513923887404724,189754942,False,2017-03-01
-971513923887404724,178934877,False,2017-01-11
1031684150227433387,219654107,False,2017-11-28
-971513923887404724,224029913,False,2017-08-03
7893079326869887818,134796358,False,2018-08-01
-971513923887404724,295248975,False,2018-05-30
-971513923887404724,201236085,False,2017-04-21
8699639424897153447,277698316,False,2018-03-14
-971513923887404724,256071762,False,2017-12-13
8699639424897153447,265918429,False,2018-01-23
8699639424897153447,271590205,False,2018-02-16
8699639424897153447,263494864,False,2018-01-12
8699639424897153447,270328609,False,2018-02-12
-971513923887404724,267857935,False,2018-02-01
1031684150227433387,242359920,False,2018-04-03
8699639424897153447,232228043,False,2017-09-11
8699639424897153447,270828220,False,2018-02-13
8699639424897153447,265931117,False,2018-01-23
1031684150227433387,219484993,False,2017-11-28
1031684150227433387,230712217,False,2018-01-23
-971513923887404724,250814458,False,2017-11-29
8699639424897153447,200103307,False,2017-04-17
8699639424897153447,298810581,False,2018-06-14
-971513923887404724,257886865,False,2017-12-18
-971513923887404724,271002424,False,2018-02-14
8699639424897153447,266212780,False,2018-01-24
8699639424897153447,266985289,False,2018-01-29
7893079326869887818,132516905,False,2018-07-23
8699639424897153447,281972936,True,2018-04-02
8699639424897153447,206508992,False,2017-05-15
8699639424897153447,306204376,False,2018-07-18
-971513923887404724,186622056,False,2017-02-15
7893079326869887818,137669363,False,2018-08-14
-971513923887404724,193152993,False,2017-03-16
8699639424897153447,290208841,False,2018-05-07
-971513923887404724,263063451,False,2018-01-10
8699639424897153447,276865637,False,2018-03-12
8699639424897153447,233932310,False,2017-09-19
-971513923887404724,230086158,False,2017-08-31
-971513923887404724,231441447,False,2017-09-06
8699639424897153447,284223544,False,2018-04-11
-971513923887404724,240795525,False,2017-10-20
8699639424897153447,200105557,False,2017-04-17
1031684150227433387,231248310,False,2018-01-26
-971513923887404724,242548875,False,2017-10-30
8699639424897153447,296199528,False,2018-06-04
1031684150227433387,213254807,False,2017-10-25
8699639424897153447,234013201,False,2017-09-19
8699639424897153447,242212536,False,2017-10-26
-971513923887404724,241500418,False,2017-10-24
8699639424897153447,182515263,False,2017-01-27
8699639424897153447,245803470,False,2017-11-13
1031684150227433387,171615037,False,2017-02-22
-971513923887404724,266180719,False,2018-01-24
-971513923887404724,233081745,False,2017-09-14
8699639424897153447,292355099,False,2018-05-16
-971513923887404724,187049773,False,2017-02-17
-971513923887404724,212575152,False,2017-06-12
8699639424897153447,237093819,False,2017-10-03
1031684150227433387,252844256,False,2018-06-06
-971513923887404724,226408330,False,2017-08-14
8699639424897153447,297027249,False,2018-06-06
-971513923887404724,270600189,False,2018-02-13
8699639424897153447,181887775,False,2017-01-24
-971513923887404724,216563586,False,2017-06-29
7893079326869887818,126432679,False,2018-06-27
8699639424897153447,297301492,False,2018-06-07
-971513923887404724,187293007,False,2017-02-20
8699639424897153447,291899148,False,2018-05-15
-971513923887404724,236807141,False,2017-10-02
8699639424897153447,216084700,False,2017-06-27
-971513923887404724,243013662,False,2017-10-31
8699639424897153447,294704039,False,2018-05-29
-971513923887404724,270714423,False,2018-02-13
8699639424897153447,280768559,False,2018-03-27
8699639424897153447,293826877,False,2018-05-23
8699639424897153447,206188614,False,2017-05-12
-971513923887404724,303235232,False,2018-07-05
-971513923887404724,246588472,False,2017-11-15
-971513923887404724,212125875,False,2017-06-08
8699639424897153447,262020724,False,2018-01-05
8699639424897153447,298530485,False,2018-06-13
8699639424897153447,211219691,False,2017-06-05
8699639424897153447,307553023,False,2018-07-25
8699639424897153447,229926636,False,2017-08-30
1031684150227433387,236666208,False,2018-02-28
8699639424897153447,288920836,False,2018-05-02
-971513923887404724,177021401,False,2017-01-03
8699639424897153447,257536933,False,2017-12-18
-971513923887404724,254739844,False,2017-12-11
-971513923887404724,219601094,False,2017-07-13
-971513923887404724,236380708,False,2017-10-02
-971513923887404724,231261021,False,2017-09-06
8699639424897153447,187369819,False,2017-02-21
1031684150227433387,165468959,False,2017-01-18
8699639424897153447,292468367,False,2018-05-17
8699639424897153447,297164699,False,2018-06-07
7893079326869887818,127350357,False,2018-07-02
8699639424897153447,285731921,False,2018-04-18
-971513923887404724,214800038,False,2017-06-21
-971513923887404724,250258821,False,2017-11-28
8699639424897153447,285144183,False,2018-04-16
8699639424897153447,247827934,False,2017-11-20
8699639424897153447,304461578,False,2018-07-10
8699639424897153447,304921513,False,2018-07-12
8699639424897153447,231009492,False,2017-09-05
8699639424897153447,298616989,False,2018-06-13
-971513923887404724,180728152,False,2017-01-19
-971513923887404724,188371162,False,2017-02-23
-971513923887404724,292711241,False,2018-05-18
8699639424897153447,232175954,False,2017-09-11
-971513923887404724,223144446,False,2017-07-31
8699639424897153447,227279213,False,2017-08-17
8699639424897153447,266031848,False,2018-01-23
8699639424897153447,271903057,False,2018-02-20
8699639424897153447,265594971,False,2018-01-22
-971513923887404724,292283079,False,2018-05-16
7893079326869887818,138063067,False,2018-08-15
-971513923887404724,254058078,False,2017-12-08
-971513923887404724,269765867,False,2018-02-09
8699639424897153447,271341494,False,2018-02-15
8699639424897153447,266182355,False,2018-01-24
8699639424897153447,310747028,False,2018-08-09
-971513923887404724,190452924,False,2017-03-06
-971513923887404724,178660514,False,2017-01-10
-971513923887404724,194173081,False,2017-03-21
-971513923887404724,196044581,False,2017-03-29
-971513923887404724,296930106,False,2018-06-06
8699639424897153447,265761357,False,2018-01-23
1767890146123459638,113048120,False,2017-12-08
8699639424897153447,181764972,False,2017-01-24
7893079326869887818,133617190,False,2018-07-27
-971513923887404724,229928198,False,2017-08-30
-971513923887404724,197310491,False,2017-04-04
1031684150227433387,220303666,False,2017-12-01
-971513923887404724,254058167,False,2017-12-08
-971513923887404724,273947593,False,2018-02-27
-971513923887404724,254058132,False,2017-12-08
8699639424897153447,275150811,False,2018-03-05
-971513923887404724,230000827,False,2017-08-30
8699639424897153447,242213852,False,2017-10-26
8699639424897153447,235022343,False,2017-09-25
-971513923887404724,286657017,False,2018-04-23
1031684150227433387,242167580,False,2018-04-03
8699639424897153447,267522861,False,2018-01-30
-971513923887404724,202873416,False,2017-04-28
8699639424897153447,192483823,False,2017-03-13
1031684150227433387,244245532,False,2018-04-16
8699639424897153447,301995976,False,2018-06-28
8699639424897153447,274329291,False,2018-02-28
8699639424897153447,196937717,False,2017-04-03
-971513923887404724,222403070,False,2017-07-26
8699639424897153447,280483067,False,2018-03-26
-971513923887404724,222016488,False,2017-07-25
-971513923887404724,234912689,False,2017-09-25
8699639424897153447,292473770,False,2018-05-17
-971513923887404724,179168357,False,2017-01-12
8699639424897153447,292565470,False,2018-05-17
-971513923887404724,212575160,False,2017-06-12
8699639424897153447,229231301,False,2017-08-28
-971513923887404724,259334251,False,2017-12-26
8699639424897153447,186617140,False,2017-02-15
8699639424897153447,189461556,False,2017-02-28
-971513923887404724,240489602,False,2017-10-19
8699639424897153447,288240940,False,2018-04-30
-971513923887404724,218090302,False,2017-07-06
8699639424897153447,204583622,False,2017-05-05
-971513923887404724,182099056,False,2017-01-25
8699639424897153447,215989020,False,2017-06-26
-971513923887404724,209448913,False,2017-05-29
-971513923887404724,252888351,False,2017-12-05
1031684150227433387,264359390,False,2018-08-20
-971513923887404724,260618591,False,2018-01-02
1031684150227433387,258017992,False,2018-07-10
1031684150227433387,204637495,False,2017-09-05
-971513923887404724,298866921,False,2018-06-14
8699639424897153447,293455323,False,2018-05-22
8699639424897153447,233932162,False,2017-09-19
-971513923887404724,290705898,False,2018-05-09
-971513923887404724,291533325,False,2018-05-14
8699639424897153447,265965062,False,2018-01-23
8699639424897153447,270794649,False,2018-02-13
-971513923887404724,303235218,False,2018-07-05
-971513923887404724,228410619,False,2017-08-23
8699639424897153447,227290327,False,2017-08-17
8699639424897153447,246409356,False,2017-11-14
8699639424897153447,270496194,False,2018-02-12
1031684150227433387,234780900,False,2018-02-20
-971513923887404724,280228067,False,2018-03-26
8699639424897153447,249705348,False,2017-11-27
1031684150227433387,183672208,False,2017-05-01
8699639424897153447,181335758,False,2017-01-23
-971513923887404724,271140965,False,2018-02-15
-971513923887404724,229606818,False,2017-08-29
-971513923887404724,178244298,False,2017-01-09
-971513923887404724,208855923,False,2017-05-24
-971513923887404724,280578146,False,2018-03-26
-971513923887404724,206905032,False,2017-05-16
-971513923887404724,207318820,False,2017-05-17
8699639424897153447,282030900,False,2018-04-02
-971513923887404724,261665339,False,2018-01-04
1031684150227433387,246054110,False,2018-04-25
-971513923887404724,259334230,False,2017-12-26
8699639424897153447,253944419,False,2017-12-07
8699639424897153447,250885671,False,2017-11-29
1031684150227433387,239257520,False,2018-03-15
8699639424897153447,283062930,False,2018-04-06
7893079326869887818,135370977,False,2018-08-06
-971513923887404724,293720552,False,2018-05-23
8699639424897153447,308569003,False,2018-07-30
8699639424897153447,275913981,False,2018-03-07
8699639424897153447,290707528,False,2018-05-09
8699639424897153447,251407909,False,2017-11-30
7893079326869887818,132497362,False,2018-07-23
-971513923887404724,176604757,False,2017-01-03
1031684150227433387,166087407,False,2017-01-23
-971513923887404724,269146343,False,2018-02-06
1031684150227433387,199574678,False,2017-08-03
8699639424897153447,266025890,False,2018-01-23
-971513923887404724,196044527,False,2017-03-29
8699639424897153447,220703656,False,2017-07-18
-971513923887404724,228658984,False,2017-08-24
8699639424897153447,227278556,False,2017-08-17
8699639424897153447,304411362,False,2018-07-10
1767890146123459638,116041207,False,2018-01-16
-971513923887404724,216485684,False,2017-06-28
1031684150227433387,254416995,False,2018-06-18
1031684150227433387,263722436,False,2018-08-14
1031684150227433387,249284790,False,2018-05-15
-971513923887404724,194441987,False,2017-03-22
7893079326869887818,135220726,False,2018-08-03
8699639424897153447,190633586,False,2017-03-06
-971513923887404724,254739924,False,2017-12-11
-971513923887404724,276815685,False,2018-03-12
-971513923887404724,231230763,False,2017-09-06
8699639424897153447,208057287,False,2017-05-22
-971513923887404724,222403076,False,2017-07-26
1031684150227433387,246054113,False,2018-04-25
-971513923887404724,254607277,False,2017-12-11
1031684150227433387,178387530,False,2017-03-31
8699639424897153447,247548647,False,2017-11-20
8699639424897153447,273549890,False,2018-02-26
-971513923887404724,261665336,False,2018-01-04
1031684150227433387,234781547,False,2018-02-20
8699639424897153447,281093505,False,2018-03-28
-971513923887404724,285978689,False,2018-04-19
-971513923887404724,237135266,False,2017-10-04
-971513923887404724,188553673,False,2017-02-24
8699639424897153447,290716930,False,2018-05-09
8699639424897153447,217145092,False,2017-07-03
8699639424897153447,288718198,False,2018-05-01
1031684150227433387,235047442,False,2018-02-20
-971513923887404724,272102727,False,2018-02-20
-971513923887404724,218492781,False,2017-07-10
7893079326869887818,138139247,False,2018-08-15
8699639424897153447,311856313,False,2018-08-14
-971513923887404724,264996846,False,2018-01-19
-971513923887404724,204049369,False,2017-05-03
1031684150227433387,173978575,False,2017-03-08
8699639424897153447,277914676,False,2018-03-15
-971513923887404724,223888794,False,2017-08-02
-971513923887404724,177125374,False,2017-01-03
-971513923887404724,189754941,False,2017-03-01
8699639424897153447,287241743,False,2018-04-24
-971513923887404724,221591392,False,2017-07-24
8699639424897153447,266432587,False,2018-01-25
-971513923887404724,252144463,False,2017-12-04
-971513923887404724,263961461,False,2018-01-16
8699639424897153447,268254554,False,2018-02-02
1031684150227433387,238281023,False,2018-03-10
1031684150227433387,241141225,False,2018-03-26
-971513923887404724,258496721,False,2017-12-20
-971513923887404724,201803702,False,2017-04-24
8699639424897153447,265533558,False,2018-01-22
8699639424897153447,273096811,False,2018-02-23
8699639424897153447,208782082,False,2017-05-24
8699639424897153447,310323651,False,2018-08-07
-971513923887404724,267857982,False,2018-02-01
8699639424897153447,242852673,False,2017-10-30
-971513923887404724,195324050,False,2017-03-27
8699639424897153447,222021312,False,2017-07-25
8699639424897153447,291895194,False,2018-05-15
8699639424897153447,286133259,False,2018-04-19
-971513923887404724,187292918,False,2017-02-20
8699639424897153447,296777429,False,2018-06-05
-971513923887404724,280979889,False,2018-03-28
8699639424897153447,229276116,False,2017-08-28
8699639424897153447,280723486,False,2018-03-27
-971513923887404724,243533034,False,2017-11-02
8699639424897153447,218024088,False,2017-07-06
-971513923887404724,292586823,False,2018-05-17
-971513923887404724,247979889,False,2017-11-21
-971513923887404724,176608264,False,2017-01-03
-971513923887404724,183141261,False,2017-01-31
8699639424897153447,253929300,False,2017-12-07
1031684150227433387,163889536,False,2017-01-10
-971513923887404724,202415050,False,2017-04-26
-971513923887404724,292546591,False,2018-05-17
-971513923887404724,179270966,False,2017-01-12
1031684150227433387,242167628,False,2018-04-03
8699639424897153447,274497002,False,2018-03-01
-971513923887404724,191216090,True,2017-03-07
8699639424897153447,310815295,False,2018-08-09
1031684150227433387,171629238,False,2017-02-22
-971513923887404724,204174332,False,2017-05-03
-971513923887404724,252144465,False,2017-12-04
-971513923887404724,222636342,False,2017-07-27
8699639424897153447,231328323,False,2017-09-06
8699639424897153447,204930123,False,2017-05-08
-971513923887404724,245348487,False,2017-11-10
8699639424897153447,302742673,False,2018-07-02
-971513923887404724,207470147,False,2017-05-18
-971513923887404724,297282832,False,2018-06-07
8699639424897153447,288352112,False,2018-04-30
8699639424897153447,307328422,False,2018-07-24
-971513923887404724,235197046,False,2017-09-25
8699639424897153447,281361113,False,2018-03-29
8699639424897153447,309845801,False,2018-08-06
-971513923887404724,254607302,False,2017-12-11
1031684150227433387,264360945,False,2018-08-20
8699639424897153447,283092228,False,2018-04-06
8699639424897153447,291464132,False,2018-05-14
7893079326869887818,132489410,False,2018-07-23
7893079326869887818,137028377,False,2018-08-13
-971513923887404724,236381217,False,2017-10-02
1031684150227433387,225012552,False,2017-12-18
8699639424897153447,297027989,False,2018-06-06
-971513923887404724,179769979,False,2017-01-17
1031684150227433387,173958262,False,2017-03-07
1031684150227433387,254417125,False,2018-06-18
8699639424897153447,300754824,False,2018-06-22
-971513923887404724,230559535,False,2017-09-04
8699639424897153447,187668783,False,2017-02-21
8699639424897153447,228706956,False,2017-08-24
8699639424897153447,181336569,False,2017-01-23
8699639424897153447,267179049,False,2018-01-29
1031684150227433387,259630280,False,2018-07-19
8699639424897153447,219057594,False,2017-07-11
8699639424897153447,282305451,False,2018-04-03
-971513923887404724,236858175,False,2017-10-03
-971513923887404724,291144124,False,2018-05-11
1031684150227433387,242990725,False,2018-04-07
8699639424897153447,267656615,False,2018-01-31
-971513923887404724,301346728,False,2018-06-26
-971513923887404724,294566588,False,2018-05-29
-971513923887404724,267544187,False,2018-01-30
-971513923887404724,267606239,False,2018-01-31
-971513923887404724,285431831,False,2018-04-17
8699639424897153447,271356483,False,2018-02-15
8699639424897153447,222193717,False,2017-07-25
-971513923887404724,216487082,False,2017-06-28
1031684150227433387,219506161,False,2017-11-29
1031684150227433387,177538178,False,2017-03-27
-971513923887404724,299443831,False,2018-06-18
8699639424897153447,272643606,False,2018-02-21
-971513923887404724,310711839,False,2018-08-09
-971513923887404724,226408375,False,2017-08-14
-971513923887404724,204428749,False,2017-05-04
-971513923887404724,235858217,False,2017-09-28
8699639424897153447,195767923,False,2017-03-28
8699639424897153447,305657222,False,2018-07-16
-971513923887404724,207583228,False,2017-05-18
-971513923887404724,263194763,False,2018-01-11
-971513923887404724,197916689,False,2017-04-06
-971513923887404724,252888362,False,2017-12-05
1031684150227433387,204487514,False,2017-09-02
8699639424897153447,182514670,False,2017-01-27
8699639424897153447,299778534,False,2018-06-19
8699639424897153447,293758509,False,2018-05-23
8699639424897153447,276933487,False,2018-03-12
-971513923887404724,307895790,False,2018-07-26
8699639424897153447,258728942,False,2017-12-20
-971513923887404724,207652925,False,2017-05-19
-971513923887404724,247979901,False,2017-11-21
8699639424897153447,266038829,False,2018-01-24
1031684150227433387,166570101,False,2017-01-24
1031684150227433387,243703021,False,2018-04-11
8699639424897153447,244403560,False,2017-11-06
-971513923887404724,195317569,False,2017-03-27
8699639424897153447,196216684,False,2017-03-30
8699639424897153447,261052204,False,2018-01-02
8699639424897153447,277894800,False,2018-03-15
-971513923887404724,275991173,False,2018-03-07
-971513923887404724,247496206,False,2017-11-20
1031684150227433387,258018467,False,2018-07-10
8699639424897153447,279397829,False,2018-03-21
7893079326869887818,133586510,False,2018-07-27
-971513923887404724,290142595,False,2018-05-07
8699639424897153447,251433079,False,2017-11-30
-971513923887404724,212575169,False,2017-06-12
8699639424897153447,284566893,False,2018-04-12
8699639424897153447,293777250,False,2018-05-23
-971513923887404724,280228076,False,2018-03-26
8699639424897153447,262371385,False,2018-01-08
8699639424897153447,270245713,False,2018-02-12
8699639424897153447,300092182,False,2018-06-20
-971513923887404724,242040549,False,2017-10-26
-971513923887404724,254607299,False,2017-12-11
-971513923887404724,241075929,False,2017-10-23
8699639424897153447,280993640,False,2018-03-28
8699639424897153447,242021115,False,2017-10-26
-971513923887404724,292283095,False,2018-05-16
-971513923887404724,252888371,False,2017-12-05
1031684150227433387,176929028,False,2017-03-23
8699639424897153447,268250272,False,2018-02-02
8699639424897153447,292606259,False,2018-05-17
1031684150227433387,225964313,False,2017-12-22
-971513923887404724,198112274,False,2017-04-06
-971513923887404724,292025457,False,2018-05-15
1031684150227433387,178398081,False,2017-03-31
1031684150227433387,167784891,False,2017-02-01
8699639424897153447,186765884,True,2017-02-16
8699639424897153447,291003535,False,2018-05-10
8699639424897153447,254440168,False,2017-12-09
-971513923887404724,178934044,False,2017-01-11
1031684150227433387,238281048,False,2018-03-10
1031684150227433387,235520637,False,2018-02-21
8699639424897153447,273548032,False,2018-02-26
1031684150227433387,264356005,False,2018-08-20
8699639424897153447,275704675,False,2018-03-06
8699639424897153447,266681870,False,2018-01-26
-971513923887404724,235380768,False,2017-09-26
8699639424897153447,306672546,False,2018-07-20
1031684150227433387,227787688,False,2018-01-05
8699639424897153447,266032822,False,2018-01-23
-971513923887404724,204877363,False,2017-05-08
1031684150227433387,247160716,False,2018-05-02
-971513923887404724,196558922,False,2017-03-31
-971513923887404724,294566575,False,2018-05-29
8699639424897153447,182804884,False,2017-01-30
8699639424897153447,261651415,True,2018-01-04
-971513923887404724,265812247,False,2018-01-23
8699639424897153447,267742052,False,2018-01-31
8699639424897153447,255595429,False,2017-12-12
8699639424897153447,304587788,False,2018-07-11
-971513923887404724,191006491,False,2017-03-07
-971513923887404724,271002347,False,2018-02-14
8699639424897153447,305743194,False,2018-07-17
-971513923887404724,292546558,False,2018-05-17
8699639424897153447,269324983,False,2018-02-07
-971513923887404724,222016483,False,2017-07-25
8699639424897153447,307768905,False,2018-07-26
-971513923887404724,239908716,False,2017-10-17
-971513923887404724,290441591,False,2018-05-08
1031684150227433387,216702324,False,2017-11-15
-971513923887404724,231771671,False,2017-09-08
-971513923887404724,194866218,False,2017-03-23
-971513923887404724,216633684,False,2017-06-29
8699639424897153447,293296827,False,2018-05-21
1031684150227433387,242586072,False,2018-04-04
8699639424897153447,225680098,False,2017-08-10
8699639424897153447,270092668,False,2018-02-12
1031684150227433387,240582686,False,2018-03-22
1031684150227433387,244244516,False,2018-04-16
8699639424897153447,292038301,False,2018-05-15
8699639424897153447,306406578,False,2018-07-19
8699639424897153447,241631006,False,2017-10-24
-971513923887404724,242141798,False,2017-10-26
-971513923887404724,194690279,False,2017-03-23
-971513923887404724,300191645,False,2018-06-20
-971513923887404724,237133591,False,2017-10-04
8699639424897153447,302948459,False,2018-07-03
8699639424897153447,185240976,False,2017-02-09
8699639424897153447,265879427,False,2018-01-23
-971513923887404724,264996830,False,2018-01-19
8699639424897153447,232123168,False,2017-09-11
-971513923887404724,265293324,False,2018-01-22
-971513923887404724,210968070,False,2017-06-05
-971513923887404724,215054468,False,2017-06-22
-971513923887404724,218906397,False,2017-07-10
1031684150227433387,169532479,False,2017-02-11
8699639424897153447,210344307,False,2017-06-01
7893079326869887818,134380872,False,2018-07-31
-971513923887404724,244810016,False,2017-11-08
1031684150227433387,187536375,False,2017-05-23
-971513923887404724,240978611,False,2017-10-23
-971513923887404724,304565239,False,2018-07-11
-971513923887404724,261252247,False,2018-01-03
8699639424897153447,276015277,False,2018-03-07
-971513923887404724,270375318,False,2018-02-12
-971513923887404724,235194302,False,2017-09-25
8699639424897153447,305865835,False,2018-07-17
1031684150227433387,164669222,False,2017-01-13
8699639424897153447,275669601,False,2018-03-06
8699639424897153447,242358307,False,2017-10-27
8699639424897153447,256971539,False,2017-12-15
-971513923887404724,303540506,False,2018-07-06
-971513923887404724,223776255,False,2017-08-02
-971513923887404724,241500416,False,2017-10-24
1031684150227433387,247367046,False,2018-05-03
-971513923887404724,255846073,False,2017-12-13
-971513923887404724,235380774,False,2017-09-26
-971513923887404724,262591901,False,2018-01-08
7893079326869887818,137751002,False,2018-08-14
8699639424897153447,291898262,False,2018-05-15
1031684150227433387,203792449,False,2017-08-29
1031684150227433387,252844225,False,2018-06-06
-971513923887404724,187049771,False,2017-02-17
8699639424897153447,245513473,False,2017-11-10
-971513923887404724,278414055,False,2018-03-19
8699639424897153447,256390821,False,2017-12-14
1031684150227433387,210746358,False,2017-10-11
8699639424897153447,265962324,False,2018-01-23
8699639424897153447,270246084,False,2018-02-12
1031684150227433387,163238240,False,2017-01-06
-971513923887404724,176605326,False,2017-01-03
8699639424897153447,229232437,False,2017-08-28
-971513923887404724,220080827,False,2017-07-17
8699639424897153447,291119665,False,2018-05-11
1031684150227433387,198594956,False,2017-07-27
-971513923887404724,242040551,False,2017-10-26
-971513923887404724,284683563,False,2018-04-13
-971513923887404724,303104135,False,2018-07-05
8699639424897153447,295079768,True,2018-05-29
8699639424897153447,293516764,False,2018-05-22
-971513923887404724,261665303,False,2018-01-04
1031684150227433387,220303667,False,2017-12-01
8699639424897153447,306113154,False,2018-07-18
-971513923887404724,207655793,False,2017-05-19
